filename,filepath,predicted_class_id,predicted_class_name,confidence,probability_vector,prob_car-alarm,prob_community-radio,prob_construction-site,prob_crowd-noise,prob_generator,prob_mobile-music,prob_motorvehicle-horn,prob_motorvehicle-siren
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0014.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0014.wav,6,motorvehicle-horn,0.9592912793159485,"[0.03701719641685486, 0.0001852506393333897, 0.0006116090225987136, 0.0012339400127530098, 0.0005963959847576916, 0.00022571666340809315, 0.9592912793159485, 0.0008386675617657602]",0.03701719641685486,0.0001852506393333897,0.0006116090225987136,0.0012339400127530098,0.0005963959847576916,0.00022571666340809315,0.9592912793159485,0.0008386675617657602
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0015.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0015.wav,6,motorvehicle-horn,0.9457760453224182,"[0.04315951466560364, 0.0004468366678338498, 0.0023554747458547354, 0.003017282346263528, 0.003352393861860037, 0.0004965166444890201, 0.9457760453224182, 0.0013959339121356606]",0.04315951466560364,0.0004468366678338498,0.0023554747458547354,0.003017282346263528,0.003352393861860037,0.0004965166444890201,0.9457760453224182,0.0013959339121356606
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0016.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0016.wav,6,motorvehicle-horn,0.9637343883514404,"[0.021991131827235222, 0.0004427051462698728, 0.0014060583198443055, 0.0012682832311838865, 0.00964212417602539, 0.0008450379827991128, 0.9637343883514404, 0.0006701844395138323]",0.021991131827235222,0.0004427051462698728,0.0014060583198443055,0.0012682832311838865,0.00964212417602539,0.0008450379827991128,0.9637343883514404,0.0006701844395138323
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0017.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0017.wav,6,motorvehicle-horn,0.9293412566184998,"[0.03938042372465134, 0.0014077865052968264, 0.006709489971399307, 0.0036721103824675083, 0.0016882839845493436, 0.016382835805416107, 0.9293412566184998, 0.001417684368789196]",0.03938042372465134,0.0014077865052968264,0.006709489971399307,0.0036721103824675083,0.0016882839845493436,0.016382835805416107,0.9293412566184998,0.001417684368789196
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0018.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0018.wav,6,motorvehicle-horn,0.9712482690811157,"[0.015848789364099503, 0.0005629342049360275, 0.0028944644145667553, 0.0025103106163442135, 0.0034957067109644413, 0.0025513952132314444, 0.9712482690811157, 0.0008882191032171249]",0.015848789364099503,0.0005629342049360275,0.0028944644145667553,0.0025103106163442135,0.0034957067109644413,0.0025513952132314444,0.9712482690811157,0.0008882191032171249
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0019.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0019.wav,6,motorvehicle-horn,0.9529252052307129,"[0.04185182601213455, 0.00030330719891935587, 0.0008584991446696222, 0.001662008697167039, 0.0014806463150307536, 0.00034718570532277226, 0.9529252052307129, 0.0005713620339520276]",0.04185182601213455,0.00030330719891935587,0.0008584991446696222,0.001662008697167039,0.0014806463150307536,0.00034718570532277226,0.9529252052307129,0.0005713620339520276
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0020.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0020.wav,6,motorvehicle-horn,0.9616200923919678,"[0.03174969553947449, 0.0003064850752707571, 0.000988732441328466, 0.0020257628057152033, 0.002313766395673156, 0.0005243923515081406, 0.9616200923919678, 0.0004710594948846847]",0.03174969553947449,0.0003064850752707571,0.000988732441328466,0.0020257628057152033,0.002313766395673156,0.0005243923515081406,0.9616200923919678,0.0004710594948846847
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0021.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0021.wav,6,motorvehicle-horn,0.9660550951957703,"[0.02798452228307724, 0.00022138307394925505, 0.0015543792396783829, 0.00227366597391665, 0.0007616154034622014, 0.0005798491765744984, 0.9660550951957703, 0.0005695795989595354]",0.02798452228307724,0.00022138307394925505,0.0015543792396783829,0.00227366597391665,0.0007616154034622014,0.0005798491765744984,0.9660550951957703,0.0005695795989595354
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0022.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0022.wav,6,motorvehicle-horn,0.9209896922111511,"[0.07177022844552994, 0.0003113842394668609, 0.0006130432011559606, 0.0013686560560017824, 0.0015026027103886008, 0.00017910177120938897, 0.9209896922111511, 0.0032652695663273335]",0.07177022844552994,0.0003113842394668609,0.0006130432011559606,0.0013686560560017824,0.0015026027103886008,0.00017910177120938897,0.9209896922111511,0.0032652695663273335
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0023.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0023.wav,6,motorvehicle-horn,0.9658750295639038,"[0.02224028669297695, 0.0008952561765909195, 0.0021921638399362564, 0.004300935659557581, 0.0012079570442438126, 0.0021741422824561596, 0.9658750295639038, 0.0011142196599394083]",0.02224028669297695,0.0008952561765909195,0.0021921638399362564,0.004300935659557581,0.0012079570442438126,0.0021741422824561596,0.9658750295639038,0.0011142196599394083
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0024.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0024.wav,6,motorvehicle-horn,0.967201828956604,"[0.02446519397199154, 0.0005505066365003586, 0.0013710252242162824, 0.002995166927576065, 0.0011357719777151942, 0.000620192673522979, 0.967201828956604, 0.0016602923860773444]",0.02446519397199154,0.0005505066365003586,0.0013710252242162824,0.002995166927576065,0.0011357719777151942,0.000620192673522979,0.967201828956604,0.0016602923860773444
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0025.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0025.wav,6,motorvehicle-horn,0.9474685788154602,"[0.04006915166974068, 0.00021860827109776437, 0.0011776360915973783, 0.0015287676360458136, 0.008533379063010216, 0.00023053110635373741, 0.9474685788154602, 0.0007733192760497332]",0.04006915166974068,0.00021860827109776437,0.0011776360915973783,0.0015287676360458136,0.008533379063010216,0.00023053110635373741,0.9474685788154602,0.0007733192760497332
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0026.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0026.wav,6,motorvehicle-horn,0.9038832783699036,"[0.0144277885556221, 0.021417729556560516, 0.0031219676602631807, 0.017276054248213768, 0.0038330245297402143, 0.02684282325208187, 0.9038832783699036, 0.00919730681926012]",0.0144277885556221,0.021417729556560516,0.0031219676602631807,0.017276054248213768,0.0038330245297402143,0.02684282325208187,0.9038832783699036,0.00919730681926012
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0027.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0027.wav,6,motorvehicle-horn,0.9162773489952087,"[0.03367616608738899, 0.004883606918156147, 0.005578520242124796, 0.006083748769015074, 0.019123705103993416, 0.012701351195573807, 0.9162773489952087, 0.0016755593242123723]",0.03367616608738899,0.004883606918156147,0.005578520242124796,0.006083748769015074,0.019123705103993416,0.012701351195573807,0.9162773489952087,0.0016755593242123723
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0028.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0028.wav,6,motorvehicle-horn,0.853522777557373,"[0.07282043993473053, 0.008789250627160072, 0.0016218252712860703, 0.0059045106172561646, 0.045647770166397095, 0.008632692508399487, 0.853522777557373, 0.0030606265645474195]",0.07282043993473053,0.008789250627160072,0.0016218252712860703,0.0059045106172561646,0.045647770166397095,0.008632692508399487,0.853522777557373,0.0030606265645474195
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0029.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0029.wav,6,motorvehicle-horn,0.909562349319458,"[0.05953742936253548, 0.000602345447987318, 0.00881314929574728, 0.004101656377315521, 0.013240396976470947, 0.0007983480463735759, 0.909562349319458, 0.0033443428110331297]",0.05953742936253548,0.000602345447987318,0.00881314929574728,0.004101656377315521,0.013240396976470947,0.0007983480463735759,0.909562349319458,0.0033443428110331297
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0030.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0030.wav,6,motorvehicle-horn,0.5054711699485779,"[0.029497522860765457, 0.02161674201488495, 0.012139667756855488, 0.00780651206150651, 0.0017534291837364435, 0.4192691743373871, 0.5054711699485779, 0.0024458749685436487]",0.029497522860765457,0.02161674201488495,0.012139667756855488,0.00780651206150651,0.0017534291837364435,0.4192691743373871,0.5054711699485779,0.0024458749685436487
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0031.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0031.wav,6,motorvehicle-horn,0.8534895181655884,"[0.1382327377796173, 0.0007176707731559873, 0.0009174221777357161, 0.003064181189984083, 0.0008957720128819346, 0.0010570075828582048, 0.8534895181655884, 0.0016256719827651978]",0.1382327377796173,0.0007176707731559873,0.0009174221777357161,0.003064181189984083,0.0008957720128819346,0.0010570075828582048,0.8534895181655884,0.0016256719827651978
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0032.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0032.wav,6,motorvehicle-horn,0.9708278775215149,"[0.02543560415506363, 6.114134157542139e-05, 0.001027047517709434, 0.0008786625694483519, 0.0011593447998166084, 6.592622230527923e-05, 0.9708278775215149, 0.0005444788257591426]",0.02543560415506363,6.114134157542139e-05,0.001027047517709434,0.0008786625694483519,0.0011593447998166084,6.592622230527923e-05,0.9708278775215149,0.0005444788257591426
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0033.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0033.wav,6,motorvehicle-horn,0.9583703279495239,"[0.02544313296675682, 0.0007537798956036568, 0.005278594791889191, 0.003491939278319478, 0.002648403635248542, 0.0031629628501832485, 0.9583703279495239, 0.0008507691090926528]",0.02544313296675682,0.0007537798956036568,0.005278594791889191,0.003491939278319478,0.002648403635248542,0.0031629628501832485,0.9583703279495239,0.0008507691090926528
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0034.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0034.wav,6,motorvehicle-horn,0.9074124693870544,"[0.0638589933514595, 0.0003315041831228882, 0.004023307468742132, 0.0031252941116690636, 0.019009627401828766, 0.00018854325753636658, 0.9074124693870544, 0.002050188137218356]",0.0638589933514595,0.0003315041831228882,0.004023307468742132,0.0031252941116690636,0.019009627401828766,0.00018854325753636658,0.9074124693870544,0.002050188137218356
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0035.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0035.wav,6,motorvehicle-horn,0.9841942191123962,"[0.01087709330022335, 0.00023862138914410025, 0.0009112999541684985, 0.0012738100485876203, 0.0010180469835177064, 0.0012197989271953702, 0.9841942191123962, 0.00026714568957686424]",0.01087709330022335,0.00023862138914410025,0.0009112999541684985,0.0012738100485876203,0.0010180469835177064,0.0012197989271953702,0.9841942191123962,0.00026714568957686424
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0036.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0036.wav,6,motorvehicle-horn,0.9469225406646729,"[0.025500861927866936, 0.0015099927550181746, 0.006710435263812542, 0.0035617889370769262, 0.002772596199065447, 0.010869817808270454, 0.9469225406646729, 0.0021520245354622602]",0.025500861927866936,0.0015099927550181746,0.006710435263812542,0.0035617889370769262,0.002772596199065447,0.010869817808270454,0.9469225406646729,0.0021520245354622602
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0037.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0037.wav,6,motorvehicle-horn,0.9341377019882202,"[0.036337945610284805, 0.00026326923398301005, 0.0032735136337578297, 0.0017312897834926844, 0.022523606196045876, 0.0005090744816698134, 0.9341377019882202, 0.001223573344759643]",0.036337945610284805,0.00026326923398301005,0.0032735136337578297,0.0017312897834926844,0.022523606196045876,0.0005090744816698134,0.9341377019882202,0.001223573344759643
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0038.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0038.wav,6,motorvehicle-horn,0.9477035999298096,"[0.03141845762729645, 0.000918106990866363, 0.0050580790266394615, 0.003093820298090577, 0.006962858606129885, 0.0034393060486763716, 0.9477035999298096, 0.0014056818326935172]",0.03141845762729645,0.000918106990866363,0.0050580790266394615,0.003093820298090577,0.006962858606129885,0.0034393060486763716,0.9477035999298096,0.0014056818326935172
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0039.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0039.wav,6,motorvehicle-horn,0.8898838758468628,"[0.02492303028702736, 0.000810721074230969, 0.006268549710512161, 0.003206568071618676, 0.07214667648077011, 0.0004957207129336894, 0.8898838758468628, 0.0022649583406746387]",0.02492303028702736,0.000810721074230969,0.006268549710512161,0.003206568071618676,0.07214667648077011,0.0004957207129336894,0.8898838758468628,0.0022649583406746387
YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0040.wav,../pre_inference/processed_media/audio_chunks/YTDown_YouTube_Traffic-Sound-Indian-Traffic-Sound-Traff_Media_9wbA9FVtWF4_001_480p_chunk_0040.wav,6,motorvehicle-horn,0.931937575340271,"[0.059445820748806, 0.0006071619573049247, 0.0010315213585272431, 0.002427085069939494, 0.00242037745192647, 0.000583031156565994, 0.931937575340271, 0.001547467429190874]",0.059445820748806,0.0006071619573049247,0.0010315213585272431,0.002427085069939494,0.00242037745192647,0.000583031156565994,0.931937575340271,0.001547467429190874
